No.;Time;Comment;Scramble;Date;P.1
607;10.14;;R F2 U R B D2 R2 L D L2 F2 R2 B' U2 F R2 F' L2 F' L2 F';2021-01-06 20:07:18;10.14
608;10.98;;B' L' F R' D2 L2 U2 L B2 U2 B2 L D2 F D R U F' D' B';2021-01-06 20:07:44;10.98
609;11.98;;F2 D2 R2 D' R2 B2 U' F2 R2 U2 B2 D2 F L' D' L U R' B2 D2 R;2021-01-06 20:08:06;11.98
610;16.65;;D2 B2 U2 L2 R2 F U2 F' R2 B F' D' L2 R B2 F' D U' R' B2 L;2021-01-06 20:08:34;16.65
611;14.58;;B U' F2 L U2 F2 L' F2 R F2 L' D2 B2 L2 F' L' R D B2 F' R2;2021-01-06 20:09:06;14.58
612;15.17;;B D' F' D' F2 U' L2 F2 R2 D B2 L2 D2 F2 R' D B' R D2 B2 U2;2021-01-06 20:09:36;15.17
613;12.95;;D R2 B2 R2 U' B2 U2 F2 D L2 F L2 R D U L U' R2 D2 L2 F;2021-01-06 20:10:02;12.95
614;15.16;;F2 U2 B D2 B R2 B' D2 B U2 R2 F' D' B R F2 L2 U' R' U;2021-01-06 20:10:37;15.16
615;12.53;;R2 D2 F' R2 F' U2 F2 U2 L2 F' U2 D R B2 U R' B R D F2;2021-01-06 20:11:08;12.53
616;11.85;;R D R2 D F2 R2 B2 U' R2 U' L2 U F' D B2 U R' B' U2 F2 L';2021-01-06 20:11:37;11.85
617;13.03;;F2 U B2 L' D2 L B2 U2 B2 R U2 R' U2 B' R' U' R F L2 U;2021-01-06 20:12:06;13.03
618;12.72;;F L2 D2 L2 R2 F2 D' B2 D' F2 R2 U F2 L' F' U' B' F2 D' B U2;2021-01-06 20:12:32;12.72
619;13.30;;B R D' L2 B L B2 U' F U' R2 U L2 D B2 L2 B2 D' L2 U' L2;2021-01-06 20:13:02;13.30
620;14.06;;R' F U D2 B' L2 U L2 U2 D2 R B2 L F2 D2 L F2 D2 F' R2;2021-01-06 20:13:31;14.06
621;14.09;;U2 F D2 F R2 U2 B2 U2 B D2 B' U F2 D' L2 R' D2 U R;2021-01-06 20:13:55;14.09
622;13.91;;D2 L2 D B2 L F R2 D L2 B' U2 F R2 B L2 F' R2 F2;2021-01-06 20:14:29;13.91
623;12.28;;U2 L D2 B2 D2 F2 L2 B2 R2 U2 R' F' R2 U F' R B U2 F';2021-01-06 20:14:58;12.28
624;12.14;;B' D' B2 L2 R2 U F2 D U' F2 L2 F2 U2 B' D2 L U' B2 D2 B;2021-01-06 20:15:24;12.14
625;13.87;;B D F' B' D2 R' U' B' D2 F' U2 R2 F R2 F2 R2 F' D2 F U R';2021-01-06 20:15:48;13.87
626;13.45;;F B U' F2 L' F2 D B U2 L2 U2 R2 F L2 F' R2 D2 B' U2 D;2021-01-06 20:16:16;13.45
627;14.46;;R2 B D2 U2 R2 B' L2 F' U2 F D2 R F L D' F' D2 B2 U' L U2;2021-01-06 20:16:48;14.46
628;15.93;;L2 D2 B R2 U2 B' F2 U2 B L2 B2 F' R' D2 L F' R' U B U B;2021-01-06 20:17:18;15.93
629;14.33;;F2 B' D2 L' B R' B U' R2 F2 R D2 R B2 D2 R' F2 R B;2021-01-06 20:17:46;14.33
630;9.90;;D2 F U2 L2 B2 R2 U2 F2 R2 D2 L F R' U R D2 B2 F R';2021-01-06 20:18:13;9.90
631;9.84;;B' D' U' F2 L2 D' L2 B2 U B2 U2 R' B2 L' B' L2 D2 R2 D F;2021-01-06 20:18:43;9.84
632;11.98;;U' L2 U' L2 B2 D2 B2 D L2 F2 U B L' F L' D2 L D2 R2;2021-01-06 20:19:06;11.98
633;13.77;;U B' U R' F' D' R2 L2 F' R' U2 F2 L' B2 R' D2 F2 D2 B2 R F2;2021-01-06 20:19:43;13.77
634;15.90;;B2 U' B U2 R2 F' U2 F' L2 B' L2 F L2 U' R2 U' F2 L' R U L2;2021-01-06 20:20:31;15.90
635;12.81;;U' B' R' L D' L U L' U2 R2 B D2 L2 B2 L2 F U2 B' L2;2021-01-06 20:20:58;12.81
636;8.67;;L F2 L2 B' L U' L F D2 R2 D2 R2 L' B2 R B2 D2 B2 L';2021-01-06 20:21:31;8.67
637;13.24;;D' F U' B R' F' L D2 B' F2 U2 R2 B2 D2 L2 B2 R2 U' R2 U' B2;2021-01-06 20:22:44;13.24
638;13.97;;B2 D2 L F2 R U2 L' F2 D2 B2 D2 R2 U B' L D2 R D' L D' F;2021-01-06 20:23:08;13.97
639;12.45;;L2 U2 R2 B2 R2 B L2 F' U2 L2 B R' B F2 L2 B' U' L R2 D L';2021-01-06 20:23:36;12.45
640;11.67;;D' L2 B2 U2 R2 U2 B' D2 F' U2 F L' F' U' F L2 D U R';2021-01-06 20:24:06;11.67
641;10.92;;D R2 U2 D2 B' R' D' B' U2 F2 D' B2 U2 L2 B2 R2 F2 D' F2 L2;2021-01-06 20:24:34;10.92
642;11.98;;R2 B2 U R2 B2 U2 F2 R2 D' B' U' B R' B' U R' B2 L';2021-01-06 20:24:56;11.98
643;16.83;;U' B D B U2 R2 B' L B2 R2 L2 D2 B2 R2 D F2 D B2 D2 B2;2021-01-06 20:25:22;16.83
644;10.69;;U L F2 R' B2 L D2 R U2 R F2 L2 D2 F' D R2 F' R D2 R' U2;2021-01-06 20:26:22;10.69
645;11.90;;U2 F2 D2 B R2 F' L2 D2 L2 B2 R D2 R F2 D U' R U F;2021-01-06 20:26:57;11.90
646;10.38;;R' D' F B L' F L' F2 R' B2 L2 D2 B' U2 F L2 D2 B2 L2 D2;2021-01-06 20:27:20;10.38
647;11.13;;D' B2 U2 L2 F L2 B2 R2 B2 R2 U2 L' F U2 R2 F' R' F;2021-01-06 20:27:44;11.13
648;14.32;;R' U' R2 F2 R' F D R F2 D2 L2 D R2 U' R2 B2 U2 D' R2 F;2021-01-06 20:28:10;14.32
649;12.31;;U' D2 F L2 F L2 F2 U2 B' U2 L2 F' D U' B L' R' F D2 F L;2021-01-06 20:28:38;12.31
650;12.79;;F R' D' L' B2 R' B F2 D F2 D2 L2 B2 R2 B2 D' F2 R2 D L;2021-01-06 20:29:05;12.79
651;14.09;;R' L' U2 B R U' R' L' F' U2 F2 U L2 F2 R2 U2 F2 U' R2 D';2021-01-06 20:29:35;14.09
652;13.88;;F D' L B' U2 L' D F2 R2 U2 B' D2 F' U2 B L2 B U2 L' F;2021-01-06 20:30:04;13.88
653;13.62;;D2 B' R2 F2 U2 R2 B' D2 F U2 F R' D U2 F R B2 D2 R U2;2021-01-06 20:30:29;13.62
654;15.38;;U' L' F' D2 B L2 F2 U2 L2 F U2 B' L2 F' D' U2 B' L R2 U' R;2021-01-06 20:31:01;15.38
655;13.24;;F' U' F' B2 U' R2 U D2 F R U2 R2 D2 L' D2 B2 R2 L' B2 U2 R;2021-01-06 20:31:38;13.24
656;10.75;;B2 R2 L2 B' L F L2 D R2 B2 U2 D2 B' L2 B L2 D2 F U';2021-01-06 20:32:05;10.75
657;11.58;;D L F' U2 B' D2 B' D2 R2 F' R2 F' L2 R' F2 U' F' D2 L2 R U';2021-01-06 20:32:39;11.58
658;14.56;;L' B2 R2 U2 L2 U B2 L2 B2 R2 U2 R2 F' D R' F' L U F;2021-01-06 20:33:04;14.56
659;13.08;;F R2 U2 B D2 R2 F2 D2 F' U2 L2 U' R F2 D L2 D U' B' D';2021-01-06 20:33:30;13.08
660;11.33;;R2 U L' D2 L2 U' F2 U2 R2 D' B2 U F2 L2 B' U2 F2 L' D B R;2021-01-06 20:33:53;11.33
661;12.37;;B2 R2 B' R2 B D2 B' F D2 F' L D' U R U B' F' D2 R U2;2021-01-06 20:34:17;12.37
662;13.30;;L2 U2 R2 U2 B2 F2 R2 U2 B' U2 L' D2 U F U2 L' B R' B' F2;2021-01-06 20:34:41;13.30
663;12.63;;U R U2 B D2 U2 R2 F' D2 B' F2 D2 U2 R U2 L D L F2 L;2021-01-06 20:35:07;12.63
664;11.84;;F2 R D2 R' B2 R D2 L D2 U2 F2 L2 B F2 U R2 B U2 B2 U R2;2021-01-06 20:35:38;11.84
665;11.75;;F2 D B2 U R D L B' R F2 U2 F2 U2 B U2 D2 R2 F' L2 D2 B;2021-01-06 20:36:08;11.75
666;11.52;;R' U' L2 D B2 F2 L2 R2 D2 B2 D' R B D' L' D L U' R F;2021-01-06 20:36:30;11.52
667;13.85;;U F U2 B' D' R U' B R B2 L2 D R2 U' D2 B2 R2 U F2 L2 F2;2021-01-06 20:36:58;13.85
668;18.26;;R2 B' D' B L' U' B D' L U2 L2 F B2 R2 L2 F U2 B' L2 U2;2021-01-06 20:37:23;18.26
669;11.69;;D' B' U2 L F2 R2 F2 U2 F2 U2 L U2 R D' L' R2 B U B D';2021-01-06 20:38:01;11.69
670;9.96;;R2 B2 R2 F2 D' B2 D' R2 U2 R2 F2 D2 F' R D2 B' L R B U' F2;2021-01-06 20:38:33;9.96
671;12.27;;U' L2 D' F2 L2 U L2 B2 D F2 D F U B2 L2 R F' R2 D L D';2021-01-06 20:39:00;12.27
672;11.05;;F' L2 B' U2 L2 B' R2 D2 B' D2 B R F' R2 F' L' U' L R B;2021-01-06 20:39:32;11.05
673;13.65;;L2 D2 F D2 B2 F' L2 F' D2 F' D2 B2 U' R2 D2 B L' D2 B F2;2021-01-06 20:39:58;13.65
674;12.45;;D' L' U' F U' D2 R U' F R2 F2 L' F2 L' D2 R2 B2 R B2 R2 F2;2021-01-06 20:40:35;12.45
675;13.56;;F2 R F L2 F L D' L' U' R' L U2 R2 L U2 B2 L D2 F2 D2;2021-01-06 20:40:58;13.56
676;13.28;;B R U' R2 F2 U' B2 L2 U2 R2 D U2 R2 B' L2 B' L' U' R2 F D;2021-01-06 20:41:28;13.28
677;10.76;;L' D' F' R' D' F2 L B D F2 R2 D2 R2 B2 L D2 B2 U2 L2 D2;2021-01-06 20:42:05;10.76
678;13.42;;D' U2 L2 D2 B' L2 F2 R2 D2 R2 B R2 F2 D' F U2 B2 L' F L D2;2021-01-06 20:42:34;13.42
679;12.91;;B L2 F2 L2 B2 U R2 U R2 U2 L2 B' L2 F D2 R D' R' F2;2021-01-06 20:42:58;12.91
680;14.56;;L U L2 F D L B2 R L2 U2 L2 U B2 D B2 L2 D' B2 L2 B;2021-01-06 20:43:25;14.56
681;17.15;;R' F U' D' R2 F' U' F D2 L U2 L D2 B2 R' L B2 L B';2021-01-06 20:44:09;17.15
682;15.25;;F U2 R L' F U F R' B2 R2 F2 B2 U B2 L2 D B2 U F2 D2;2021-01-06 20:44:37;15.25
683;12.91;;F' L2 D' L2 U2 L2 U R2 D B2 L2 U L2 R F R2 U R' D B2;2021-01-06 20:45:03;12.91
684;13.16;;B2 L U2 B2 R D2 F2 L R F U F' L' U R U R F;2021-01-06 20:45:28;13.16
685;12.79;;F' U2 F2 L2 F L2 U2 F U2 B' D2 U B R2 F' D' L2 R' D2 L;2021-01-06 20:45:53;12.79
686;13.94;;F2 D2 R2 B2 F2 U R2 U2 B2 L2 F2 U2 F' D2 U B R2 U2 B' R' B;2021-01-06 20:46:17;13.94
687;11.85;;R' F2 L' B' D F R2 F2 L U2 D2 B R2 U2 F2 D2 B R2 U2 B D2;2021-01-06 20:46:45;11.85
688;13.63;;F2 U2 L2 F2 L D2 R B2 U2 R' U2 L' D R' B L R' B' U F2 D2;2021-01-06 20:47:12;13.63
689;12.87;;B' U B2 D2 B2 L2 U2 L2 D' B2 R2 B' U F' D U' L B2 F2;2021-01-06 20:47:39;12.87
690;10.70;;F' L2 U2 F' L2 B' R2 B' F L2 U2 D B L' R F' U2 R2 F' R2 D;2021-01-06 20:48:10;10.70
691;11.76;;B2 D2 R2 U2 L2 R2 F2 D' L2 F2 L F' R B2 D' R' F2 U2 L2;2021-01-06 20:48:32;11.76
692;14.25;;R2 D2 B F D2 F' L2 U2 R2 F R2 L D2 B U B F2 D2 B U F';2021-01-06 20:48:53;14.25
693;12.20;;B' R' F' D2 R2 D2 L2 B2 D2 F' D2 F D2 L2 U B' R U' R U2 B;2021-01-06 20:49:28;12.20
694;14.74;;L2 R2 B L2 F U2 B' L2 D2 F D R D2 L U' B2 D' R' D2 B';2021-01-06 20:50:02;14.74
695;14.51;;R U F U2 F2 D' U' B2 L2 B2 D B2 U' L2 R B' U B' D F2 L2;2021-01-06 20:50:35;14.51
696;12.50;;R D U2 R2 D2 U' R2 B2 D' R' F L U' B F2 D' B' R;2021-01-06 20:51:05;12.50
697;11.99;;F2 L2 D' L2 U L2 D' R2 U2 L2 F' R' D' B' U2 L2 D2 L2 R' U';2021-01-06 20:51:31;11.99
698;15.06;;F U L2 U2 D L' F D2 B L2 U D2 L2 D F2 L2 B2 D2 L2 U';2021-01-06 20:51:57;15.06
699;14.97;;D2 B2 D2 U2 F' D2 B F U2 F L2 U L' D' U L' R2 D L U';2021-01-06 20:52:26;14.97
700;13.59;;F2 R' L2 D' F2 D' L2 D2 R2 U' R2 U' L B' L' D' L F' U';2021-01-06 20:52:51;13.59
701;13.07;;R' B2 R2 F2 U2 L B2 F2 U2 R' B2 F R B2 U' R' D2 F' D F2;2021-01-06 20:53:18;13.07
702;13.17;;B2 L2 F R2 F2 U2 B' D2 L2 B2 U2 R' B U' F' D' R' D2 B2 D2 F';2021-01-06 20:53:46;13.17
703;12.33;;F2 D2 B2 R' F2 R2 D2 L' D2 L' D2 R U B2 L U R B L2 R' D;2021-01-06 20:54:10;12.33
704;14.17;;U2 F2 R2 D B2 L2 U' B2 U' R2 B2 F2 L' D' L F' L' B D2 L D';2021-01-06 20:54:54;14.17
705;14.88;;F' U' R' L B U D2 B U2 L2 B' L2 F D2 B' R2 B' D B;2021-01-06 20:55:21;14.88
706;15.98;;F2 D' L2 B2 R2 F2 U F2 D2 B D R' U' F R U' B U2 R;2021-01-06 20:55:50;15.98
707;16.37;;L2 U' R2 U F2 D2 U' L2 F2 U2 R2 B2 R F D' L' U2 B' D' B' F';2021-01-06 20:56:17;16.37
708;15.82;;D2 F D2 B' L2 B' D2 U2 B F2 L2 R U L2 F' D' L B' F' L' U2;2021-01-06 20:56:54;15.82
709;12.47;;R' D' R2 U F2 D' R2 D F2 D' B D' R' D2 B F D U' L;2021-01-06 20:57:26;12.47
710;14.84;;D' B' F2 D2 F L2 B' R2 D2 R2 B' R D L2 B' D' B' D' R';2021-01-06 20:57:52;14.84
711;13.79;;D L F' D R D' F U' B2 L2 D' F2 R2 U' R2 U F2 B D;2021-01-06 20:58:17;13.79
712;13.95;;R F' U D2 L F D L D2 B2 L2 F2 R2 U2 R' F2 D2 R2 U2 F U2;2021-01-06 20:58:42;13.95
713;12.31;;U D2 L2 R2 B' R2 U2 F2 R2 U2 F2 U2 F2 D' R' F' L B L U' L';2021-01-06 20:59:14;12.31
714;14.98;;D R2 D L2 U F2 U' L2 D' R2 U R' U2 L2 B2 D' B L B2 R' D';2021-01-06 20:59:38;14.98
715;11.32;;B D F R F2 D' F' B2 D2 R2 B2 D' R2 D B2 R2 U R2 U2 L;2021-01-06 21:00:05;11.32
716;15.94;;D2 L F2 D2 U2 L' D2 F2 U2 L2 D L2 U' R' U' F' U B U';2021-01-06 21:00:27;15.94
717;12.23;;L' B' R' F2 U2 F2 D2 L2 D2 L2 F' R2 D2 R2 U L' D' B2 D2 R F;2021-01-06 21:00:57;12.23
718;10.84;;L U2 R2 B' D2 R2 U2 B2 R2 B R2 L F2 D B2 L R' B' F2;2021-01-06 21:01:20;10.84
719;12.60;;U' L2 D2 B D2 U2 L2 B' D2 B U2 R2 B D' L R2 U F' R' B' F;2021-01-06 21:01:45;12.60
720;13.23;;B2 L D2 R2 F L2 F' U2 B2 R2 D2 B R2 F2 L' F2 D L' D U2 F';2021-01-06 21:02:06;13.23
721;12.98;;L F' D' R2 F L' U' R' B2 R2 D2 L' U2 R' F2 L F2 R2 B' D';2021-01-06 21:02:32;12.98
722;13.06;;B L2 F2 R F2 L' U2 L2 B2 R2 U2 F2 D' B R B L U' R';2021-01-06 21:02:54;13.06
723;12.28;;U' L2 B2 L F2 R D2 F2 R2 F2 U2 B2 L U L' U2 B R2 D2 L U';2021-01-06 21:03:22;12.28
724;12.65;;U' L2 B2 D2 F2 U' L2 U2 F2 R2 U2 L U2 R B' D' F' L' R F' R2;2021-01-06 21:03:52;12.65
725;13.88;;B2 D' B2 U F2 U2 L2 U' R2 U2 F' L2 B R2 B2 D' F2 R' U2 L2;2021-01-06 21:04:15;13.88
726;14.74;;U2 L2 F2 R2 U2 F2 U2 F2 L B2 L F D' B U2 R2 F U' L' D' F;2021-01-06 21:04:43;14.74
727;11.44;;R' U R2 F U' R2 L' B' R' D2 B2 L2 D' R2 B2 R2 U' B2 U' F2 B2;2021-01-06 21:05:11;11.44
728;14.62;;L B2 F2 U2 L U2 R B2 R' D2 B2 U R2 D2 L F' U R D2 U;2021-01-06 21:05:35;14.62
729;10.79;;F2 D F2 D' R2 F2 U' F2 R2 U' F2 L' U' F L' D' R B' F' L' D2;2021-01-06 21:06:06;10.79
730;10.95;;U F2 R2 F R L' D' L F U2 B2 D' F2 L2 B2 U R2 D' F2 U2 B2;2021-01-06 21:06:28;10.95
731;12.91;;F D2 L2 B2 L2 U2 L2 B' L2 B R2 F L' D' R' F L R2 F U';2021-01-06 21:06:53;12.91
732;14.98;;L B2 L B2 R' U2 L' D2 U2 F2 R' B2 D' R' F' L' D B U' F R;2021-01-06 21:07:24;14.98
733;11.04;;B2 D' B2 F2 L2 D R2 D2 F2 D2 U' F R2 D L' R' D2 F D' U R2;2021-01-06 21:07:52;11.04
734;13.47;;B2 F2 R2 D' B2 U' F2 D L2 D2 F2 L' U' R2 F' D' L D2 B L';2021-01-06 21:08:16;13.47
735;13.20;;D U2 B2 D2 R B2 F2 D2 L' R2 F R' U R' F2 L' R2 U';2021-01-06 21:08:40;13.20
736;11.39;;F2 D2 L2 B F2 U2 L2 B L2 R2 F2 L R' F' L U R2 F2 R D F';2021-01-06 21:09:05;11.39
737;15.20;;L B' R L U' R2 L U B' F2 D2 F2 L2 B2 U' F2 U L2 D' B2;2021-01-06 21:09:31;15.20
738;12.04;;B' U' L' D2 U2 R' F2 L' B2 R2 F2 L D2 B' R2 B D2 F L2 R';2021-01-06 21:09:57;12.04
739;13.11;;U' F2 L2 B2 D2 R2 F2 U2 L' D2 L' U2 B' D U2 F' R' F2 L B';2021-01-06 21:10:19;13.11
740;15.29;;U2 F' L2 D2 B D2 R2 F D2 R2 D R' B F' L' F2 D' R U;2021-01-06 21:10:42;15.29
741;11.02;;B' U2 B2 U2 L2 B' F2 D2 F' D2 L2 F2 L' U' F' R' U' R B F2 R2;2021-01-06 21:11:09;11.02
742;10.97;;U' F2 L F L F2 D B L U F2 D' B2 L2 U R2 U2 R2 B2 L2;2021-01-06 21:11:38;10.97
743;16.86;;U2 B D B2 U F U2 D F D2 R2 D2 R' U2 L' U2 L2 D2 R D2;2021-01-06 21:12:04;16.86
