No.;Time;Comment;Scramble;Date;P.1
4230;16.67;;R2 D F2 U' F2 U2 R2 D B2 U R2 U B' R B R' B' L2 B2 F';2021-02-14 21:36:49;16.67
4231;13.24;;F' D2 F2 U' B2 D' R2 B2 L2 R2 U' B' U' F R' F L' U' B2;2021-02-14 21:37:16;13.24
4232;14.14;;B D B2 D R2 D L2 U2 L2 F2 U' L R' D F' U2 B' D' L2;2021-02-14 21:37:40;14.14
4233;14.19;;U2 R2 B2 D' F L' B' R' F' D2 B U2 L2 U2 B' U2 L2 F R2 F2 U;2021-02-14 21:38:05;14.19
4234;15.10;;U2 F U2 F R2 U2 B2 U2 B R2 D2 B' R' D' F R2 U L D R' U2;2021-02-14 21:38:35;15.10
4235;14.07;;R L B D' F L D L B' R2 D' F2 B2 D' L2 U B2 U R2 F2;2021-02-14 21:39:02;14.07
4236;15.23;;D' F' D2 L D2 F2 R' D2 B2 D2 L' B2 L U L R2 U' L B R';2021-02-14 21:40:24;15.23
4237;13.25;;F2 R2 D F' U' R B' R2 U' B2 U' D2 F2 D' L2 U2 L2 F2 B U;2021-02-14 21:40:48;13.25
4238;12.87;;F' R' F2 U2 F2 R2 B2 R F2 U2 B2 R B' L' D B U2 L F2 U';2021-02-14 21:41:14;12.87
4239;11.21;;D B R' B2 U' R U2 D' F' R' U2 R2 U2 B2 U2 L F2 R F2 U2;2021-02-14 21:41:50;11.21
4240;13.57;;L F' U R U2 B2 L' B' U D' F2 D' R2 D R2 F2 L2 B2 L2 B';2021-02-14 21:42:17;13.57
4241;14.06;;D2 R2 U' R2 D R2 U2 R2 B2 F2 D' F' D' L2 F L2 F D L' F';2021-02-14 21:42:44;14.06
4242;11.02;;R' F' U2 B' L2 D2 F' D2 U2 B' F' R2 L' F L' B D' L U' F;2021-02-14 21:43:08;11.02
4243;14.04;;R2 U B2 U L2 U2 B2 L2 D U R2 B2 R F L2 R2 D2 F' U2 R' F2;2021-02-14 21:43:30;14.04
4244;14.73;;L2 D B D U R2 D' L2 U2 F2 L2 U2 B2 L' D U2 B' U' R U;2021-02-14 21:43:54;14.73
4245;11.50;;B2 R2 B2 U2 L2 D L2 R2 B2 L' F U2 B U R' U2 B2 F2 U';2021-02-14 21:44:20;11.50
4246;14.00;;D F2 L2 R2 D L2 R2 B2 L2 D L2 R' B2 U2 F L' B D U2 L';2021-02-14 21:44:56;14.00
4247;8.97;;F D' L2 B2 R' B2 D2 B2 R2 B2 U2 F2 L B R B F2 D' R' U2;2021-02-14 21:45:44;8.97
4248;13.99;;L2 B R2 D' B D F' R2 B2 U L2 U' B2 D' L2 D R2 L' B;2021-02-14 21:46:07;13.99
4249;14.83;;R2 F2 L2 B2 D2 F2 D2 R2 D R2 D' F' D B2 L' B L2 R' B D F;2021-02-14 21:46:51;14.83
4250;10.20;;R L2 D F' L U' D F2 L' U B2 U F2 R2 U' L2 U L2 U' B2 L2;2021-02-14 21:47:16;10.20
4251;12.60;;F R2 F' R2 U2 F D' L' B' U2 F2 D2 B2 L2 U L2 U R2 L2 D';2021-02-14 21:47:41;12.60
4252;18.94;;D L2 U2 B U' L' F' R D2 F2 D2 L' F2 L2 F2 L' B2 R' D' F';2021-02-14 21:48:16;18.94
4253;14.19;;F L D2 U2 B2 R U2 R B2 R2 B2 U L' F U F L2 D U' B';2021-02-14 21:49:40;14.19
4254;15.17;;D' U2 B2 R2 B' F2 L2 F' L2 R2 B U2 L' D2 F U2 L F' U' F U;2021-02-14 21:50:04;15.17
4255;14.24;;R2 U2 R B2 R' U2 R' B2 F2 L' U2 B F R U' R2 B L' R2 B';2021-02-14 21:50:40;14.24
4256;11.57;;B L2 U2 B' F2 D2 U2 R2 D2 F D2 F2 L' F2 U' R D B F' L' B2;2021-02-14 21:51:37;11.57
4257;10.54;;D2 R U2 B' R' U R F R F D2 R2 U2 R2 F2 L2 F' R2 L2 D2 F;2021-02-14 21:52:20;10.54
4258;13.63;;F2 D2 B2 U L2 R2 D' R2 B2 R' F L2 B' D L B D R F;2021-02-14 21:53:01;13.63
4259;12.72;;D' B' U B U2 B' D2 B L2 D2 U2 F' U2 L2 R F2 D L' R' F' L';2021-02-14 21:53:24;12.72
4260;12.09;;F L2 R2 U' B2 R2 U R2 F2 R2 U' R2 D2 F' L F' L' R B' R2;2021-02-14 21:53:48;12.09
4261;12.66;;R' B F2 U2 L2 U F2 D L2 F2 L2 F2 D F' L2 B F2 D L R2;2021-02-14 21:54:24;12.66
4262;13.18;;F' B2 D2 R' D L F' U B U' F2 B2 L2 D R2 B2 L2 D2 R2 U';2021-02-14 21:54:48;13.18
4263;12.57;;B' R2 D2 B R2 D2 B' F2 L2 B D2 F2 D' F L D' F2 U' L' F' L2;2021-02-14 21:56:50;12.57
4264;15.70;;F' U' B2 F2 D U L2 U' R2 B2 F' L' U2 L2 R F' D U2 F2;2021-02-14 21:57:58;15.70
4265;12.41;;R2 F L2 F U2 F' R2 F2 D2 U2 F R2 D F' D2 U' F D' L B' D;2021-02-15 12:01:47;12.41
4266;10.04;;F' U2 B2 L2 R2 B' L2 R2 U2 F L2 U' R F' R' D' L U F2 R2;2021-02-15 12:02:13;10.04
4267;14.64;;D2 F2 U' L F' B U' R' D' B L2 U' D2 F2 L2 D R2 F2 B2 U';2021-02-15 12:02:37;14.64
4268;12.81;;R2 B' L2 U2 B2 D' F2 D' B2 D' R2 D2 B' L2 B R U' L' B';2021-02-15 12:03:20;12.81
4269;14.47;;U2 R' U' R2 U2 B2 U R2 D B2 F2 U2 R2 U' L' B' R' B R B';2021-02-15 12:03:48;14.47
4270;12.34;;B' U' D F L2 U L' U R U2 D2 B2 D2 R B2 R D2 R2 B';2021-02-15 12:04:14;12.34
4271;12.06;;L2 F2 U' L2 D' U' L2 R2 F2 U' L2 R' B L D2 B' F' D F' U' F;2021-02-15 12:04:44;12.06
4272;13.51;;F U F2 D' U' B2 U' L2 B2 U2 F2 L' U2 L2 D' F D' U' R D';2021-02-15 12:05:16;13.51
4273;13.24;;R D' F U L B' R' B2 U2 F D2 R2 D2 B' U2 R2 F' R2 D' L2;2021-02-15 12:05:45;13.24
4274;17.04;;R' B2 D2 R' B2 F2 L2 D2 L' U2 R' U B' F' D2 F' U2 R' D F;2021-02-15 12:06:09;17.04
4275;14.68;;U2 L' F2 D2 U2 R' U2 B2 L2 B2 L2 U2 B D' R D L' B U' R;2021-02-15 12:06:38;14.68
4276;9.67;;U2 F2 L' B2 F2 L' U2 F2 L' B2 F' R' B U2 F' L' U' R U2;2021-02-15 12:07:02;9.67
4277;10.45;;U2 R F' L2 D2 B U2 L U L2 U' F2 L2 F2 L2 B2 U' R2 U;2021-02-15 12:07:23;10.45
4278;11.74;;R2 D2 F' U2 F' R2 D2 L2 B2 R2 F R2 D' B' U2 R2 U R' F R F';2021-02-15 12:07:58;11.74
4279;14.43;;D2 B2 U2 F R2 U2 F' R2 F D2 F U R D F' D2 U R' B2 D2 R;2021-02-15 12:08:52;14.43
4280;13.10;;U' B2 D2 R' D' F' L' F' U2 B2 R2 D F2 U B2 D2 F2 R2 D R;2021-02-15 12:09:23;13.10
4281;11.50;;B2 L B' U R2 F2 R2 D' L2 B2 D2 U' L2 R' F D F2 D2 B2 D';2021-02-15 12:09:47;11.50
4282;11.81;;D' R2 B2 D L2 U B2 D' L2 B2 F' R2 F2 D L' U R D2 B' D2;2021-02-15 12:10:08;11.81
4283;13.82;;U2 R' U2 L B2 R2 U2 R' B2 R' D2 R B F2 D2 L' R F' L2 D B2;2021-02-15 12:10:35;13.82
4284;12.27;;L2 R2 F L2 D2 U2 F' U2 L2 R2 F2 D2 R' B D F2 L R' U' R2 B2;2021-02-15 12:11:25;12.27
4285;11.61;;U' L D2 F' R2 D2 F2 D2 F L2 U2 F2 D2 F2 L' B' U' F D2 U2 R';2021-02-15 12:11:50;11.61
4286;13.38;;F2 D L2 F2 D' B2 R2 D2 U' F' D R2 F2 D B2 R' D2 R;2021-02-15 12:12:16;13.38
4287;13.08;;B' L' B2 R' B D2 L D F2 U2 B2 R2 F2 D L2 D' R2 F2 B R;2021-02-15 12:13:14;13.08
4288;18.24;;B D2 F U2 F' U2 R2 B' L2 R2 F' L' U F' R' B F D L U;2021-02-15 16:04:39;18.24
4289;9.92;;L F U R L F D2 B D2 L2 B2 D F2 D' F2 L2 U' R2 F2 D' L';2021-02-15 16:05:17;9.92
4290;18.06;;U2 R2 U2 B' R2 F L2 F U2 B' F' U' L2 D F' R' B2 U L' B' F';2021-02-15 16:05:45;18.06
4291;15.33;;R' F2 L B2 L' F2 L' F2 U2 B2 L2 B' D L R U B U B' F2;2021-02-15 16:06:28;15.33
4292;15.68;;R' D' L2 D' L2 B2 F2 D2 F2 D B2 U L' U R' B D F2 U' F2;2021-02-15 16:07:05;15.68
4293;18.20;;D2 B2 U' R2 D' F2 U' B2 L2 B2 U2 B U R U' L' F2 R U2 F;2021-02-15 16:07:36;18.20
4294;10.46;;B' D2 R' U2 L B2 L F2 U2 R' F2 L2 F' L' D' R' B' R2 B L;2021-02-15 16:08:10;10.46
4295;13.11;;L D2 B2 F2 R' F2 R U2 R B2 R' U L' D2 F' R' U' L2 B U' L2;2021-02-15 16:09:05;13.11
4296;11.17;;L2 D U2 B2 U L2 D' R2 B2 R2 F2 U B' L F2 D2 R D' F L2 D;2021-02-15 16:09:51;11.17
4297;12.30;;U L2 F2 D F2 D' R2 B2 D B2 D' F R B' L2 B2 L U' B2;2021-02-15 16:10:20;12.30
4298;13.44;;B' U D2 F R' L' B' U' D2 B L2 D2 F' U2 R2 F R2 L2 F2 R';2021-02-15 16:10:44;13.44
4299;10.77;;F' U2 F L2 B2 F D2 F' R2 F D2 U F' L' R2 B' U F L;2021-02-15 16:11:10;10.77
4300;13.67;;F2 U2 B2 D' U' R2 B2 R2 U L2 R F R B' L D B2 L' F2 U;2021-02-15 16:11:35;13.67
4301;13.91;;R2 U B U' L2 D L2 F2 L2 F2 U2 R2 D2 L' U' B2 F' L B' U';2021-02-15 16:12:00;13.91
4302;11.23;;U2 B2 U' L2 U R2 F2 D L2 U' B2 D B' D2 R' B' R D2 R2 B U';2021-02-15 16:12:25;11.23
4303;13.82;;U2 L2 D' U2 L2 F2 L2 B2 U' R2 B2 F D' B U' R F2 R2 D L F';2021-02-15 16:12:54;13.82
4304;13.99;;D R2 D2 R2 F2 U B2 U F2 U F2 D2 F L2 B2 D2 L B F R U2;2021-02-15 16:13:23;13.99
4305;13.81;;L D F2 D' R B' R F L U' F L2 D2 F B L2 B R2 D2 B';2021-02-15 16:13:49;13.81
4306;11.05;;U R2 D' F2 L2 U' F2 D2 F2 L2 U' R2 L B2 R2 U B2 F D B' F;2021-02-15 16:14:17;11.05
4307;13.53;;D2 R F2 L' D2 L U2 R2 U2 B2 U2 B2 F L B D R B U' L' B';2021-02-15 16:14:55;13.53
4308;12.94;;D2 L2 U F2 R2 D' R2 U B2 R2 D' F' L R2 D B' D' F' U' F;2021-02-15 16:15:26;12.94
4309;9.71;;R' B2 R' B2 R U2 B2 U2 F2 L U2 D F' U2 F2 L B2 F U' F';2021-02-15 16:15:59;9.71
4310;11.40;;R2 F' U2 B' D2 L2 R2 B2 L2 F R' D2 U' R' D U2 R' D F2 U';2021-02-15 16:16:20;11.40
4311;13.66;;L B2 R' B2 R' B2 L D2 B2 R' D2 F2 U L' D R2 U' B' L' U2;2021-02-15 16:16:55;13.66
4312;13.67;;L' F2 D2 F L2 D2 B' R2 B' R2 F2 R2 U2 R' U B' U2 L' R2 D' L;2021-02-15 16:17:18;13.67
4313;14.21;;U2 R2 B L2 D2 F D2 L2 F2 R2 F' U B' L' R2 U' B D R B F';2021-02-15 16:18:22;14.21
4314;11.93;;L' U L2 D' B' R' B' D F B' D B2 U R2 U B2 L2 B2 D2 B2 D';2021-02-15 16:18:50;11.93
4315;12.27;;D2 F' D2 B2 L2 B2 R2 D2 F2 D2 R F' R' D B2 L2 R' F' L';2021-02-15 16:19:12;12.27
4316;14.93;;U2 B2 D2 F' D2 F2 D2 R2 U2 F' L2 F' L' F2 D F2 D2 U2 F2 R';2021-02-15 16:19:41;14.93
4317;10.26;;L2 D U2 F2 U2 F2 L2 F2 R2 F2 L' D' L' R' B F L2 R' F L';2021-02-15 16:20:17;10.26
4318;13.91;;F' B U L D' F U R2 F' D2 B R2 F B2 U2 F' R2 D2 R F';2021-02-15 16:20:40;13.91
4319;12.29;;U' R L2 U2 F U2 F2 D2 L2 D2 L2 U2 B' U L D2 R B' D F;2021-02-15 16:21:13;12.29
4320;13.30;;F2 D2 L2 D' L2 R2 U R2 D' L2 U' L R' U' R' U' B' U' F2 R2 B';2021-02-15 16:21:44;13.30
4321;12.53;;U2 R2 U' B2 F2 L2 U2 F2 U' B2 U2 L' B F L D2 B' D' R' B2;2021-02-15 16:22:08;12.53
4322;11.38;;U' L2 F R B2 R F2 B' D B R2 U2 L2 F' L2 B' R2 B' U2 F2;2021-02-15 16:22:39;11.38
4323;11.70;;F U2 B' R2 F2 U L2 D' L2 R2 B2 R2 B D F L D' B F;2021-02-15 16:23:10;11.70
4324;13.97;;R U B U' L' B2 U' R' F2 D2 B2 R2 F2 R' D2 B2 L2 D2 F L';2021-02-15 16:23:32;13.97
4325;15.05;;R B R2 F' L2 D2 F2 L2 B' D2 B D2 B' L' D' B2 L' R2 D' U R;2021-02-15 16:24:06;15.05
4326;12.94;;D2 F2 R2 B R2 B D2 B' U2 B' U B' L U2 R D B F U;2021-02-15 16:24:39;12.94
4327;12.10;;B' U' R D2 U2 L' F2 L F2 R' F2 D2 R' F' D' B L' D' U2 R;2021-02-15 16:25:03;12.10
4328;12.47;;R2 B2 D' B L D2 F' U2 L' D2 B2 D2 F2 L2 B2 R U2 B2 D B';2021-02-15 16:25:29;12.47
4329;14.39;;F2 D2 F2 L2 D2 R2 U2 R F2 L' F2 D B R' F D' F2 U' R' F;2021-02-15 16:26:00;14.39
4330;12.51;;L2 F' U' D' R2 F' U R D R2 D F2 U' B2 U B2 L2 D L2 D L;2021-02-15 16:26:23;12.51
4331;17.84;;D L U2 R' D2 B2 D2 L2 F2 L B2 R F2 D B U' L2 D R2 B;2021-02-15 16:27:00;17.84
4332;13.00;;U' L' U2 B' U2 F' D2 L2 F' R2 F R2 F' U R F' D2 B2 L' D2;2021-02-15 16:27:33;13.00
4333;12.63;;F' R F' D L' U' R L2 D U2 B U2 B L2 B' R2 B' L2 B2;2021-02-15 16:28:04;12.63
4334;15.93;;F' R' D2 F2 L2 D' L2 D L2 R2 U B2 D B U2 L D' L2 B F' L2;2021-02-15 16:28:31;15.93
4335;10.83;;F' L' B R' F L2 D R2 B2 L F2 L' F2 U2 R D2 B2 U2 L2 F U;2021-02-15 16:28:59;10.83
4336;14.73;;D2 B2 R2 U2 L F2 L2 B2 U2 R2 F' U R' U2 R' B2 R F;2021-02-15 16:29:20;14.73
4337;15.62;;B2 L F' R2 B' U2 R2 B2 F' R2 F2 U2 R2 U F' L' D' B R' F;2021-02-15 16:29:46;15.62
4338;13.71;;B2 R U F' L B R D B2 U L2 U2 F2 R2 U F2 U' B2 L' D';2021-02-15 16:30:17;13.71
4339;12.30;;D2 B2 U2 B R2 B2 U2 F R2 U2 B' U L' F2 D' L B' U L B';2021-02-15 16:30:43;12.30
4340;12.07;;R' U L2 F2 R' B' U F' U R2 U2 R2 B2 R2 D2 F2 D' B2 U B2;2021-02-15 16:31:08;12.07
4341;13.56;;R' U2 L2 F2 L2 U F2 U' B2 U2 B D2 F' U L' B F L' U2;2021-02-15 16:31:31;13.56
4342;12.16;;D2 F' B2 U' F2 B L D' U2 R' B2 R2 D2 R' D2 R2 B2 L U2 L2;2021-02-15 16:31:59;12.16
4343;13.38;;D R2 L' U2 F' U F' D' F2 D2 R' B2 D2 L' F2 R B2 R' D2 B';2021-02-15 16:32:21;13.38
4344;11.89;;D2 L2 D' R D' L2 B U2 L2 U R2 B2 U' D' B2 R2 B' D';2021-02-15 16:32:47;11.89
4345;13.04;;D2 B2 R2 U B2 D' F2 L2 D2 U2 B' L' F D' L' D' U2 R F';2021-02-15 16:33:10;13.04
4346;11.69;;L2 D2 U2 B2 U2 R2 D2 B' L2 B L2 F' R' D F' L2 F2 L2 D' U' L';2021-02-15 16:33:38;11.69
4347;15.86;;F2 R' D2 L2 F R2 F U2 B' L2 R2 F R2 F D R B2 U2 R' U L';2021-02-15 16:34:09;15.86
4348;13.70;;L2 B R B2 L F' R D U2 L2 U2 F' D2 F L2 U2 F2 R2 D2 F U;2021-02-15 16:34:41;13.70
4349;13.80;;B2 R2 D L2 B' L' U' F R' L2 F2 U' B2 U2 R2 U2 L2 U R2 L2;2021-02-15 16:36:02;13.80
4350;13.29;;L F D' B2 L2 U' B2 D' F2 D2 B2 R2 F2 L' R2 B' U2 L D U;2021-02-15 16:36:34;13.29
4351;12.96;;U F D B2 R2 U L2 D' L2 U F2 D R2 F R D2 B' F2 D L R';2021-02-15 16:37:15;12.96
4352;13.72;;U2 B2 R2 D' L2 D2 L2 U' B2 R2 D L B2 L D' B D L' R' F;2021-02-15 16:37:41;13.72
4353;9.58;;R2 B' D2 L2 D2 B F L2 B R2 U2 L' R' F D U' F L U R2;2021-02-15 16:38:20;9.58
4354;10.84;;L2 D2 B2 R2 D2 U' L2 U2 L2 R2 B' D' F2 L2 R' D2 B F2 D' U;2021-02-15 16:38:44;10.84
4355;13.13;;D' R2 F2 R2 D2 L2 D' F2 U F2 L2 D' B R' F L' U' L2 B' D B;2021-02-15 16:39:29;13.13
4356;12.94;;U' L' F2 R' D' B R' D R' U2 L F2 R B2 D2 R2 D2 R;2021-02-15 16:39:53;12.94
4357;12.81;;R' B2 F2 U' R2 U' R2 B2 U' R2 U2 B L' D F' D F L' R' F;2021-02-15 16:40:16;12.81
4358;13.74;;B D' F D2 F' R' L' D' U2 R' F2 L' B2 L B2 R B2 L U2 D2;2021-02-15 16:40:40;13.74
4359;10.71;;L2 D2 R2 U2 F2 D' B2 U' R2 B2 U B L2 U' L' D U' R B L' B;2021-02-15 16:41:36;10.71
4360;10.73;;B2 U2 L2 R2 U F2 U R2 D' U2 F L F2 L2 R B' U2 B' D U;2021-02-15 16:41:55;10.73
4361;14.01;;U2 B2 D' L2 R2 D' B2 U2 L2 F2 L2 B L' U2 R' B2 F' R U2 R;2021-02-15 16:42:30;14.01
4362;11.94;;R2 B' D2 B L2 B2 R2 D2 F L2 D2 F L R U B D F2 L B2 U;2021-02-15 16:43:05;11.94
4363;14.11;;L' B2 F2 D F2 U R2 U' B2 L2 B2 U L2 F U2 F' R' D L B;2021-02-15 16:43:28;14.11
4364;14.00;;D F2 D L2 U R2 U' B2 U R2 U F U' L D' F' D2 L' B2 R B';2021-02-15 16:43:52;14.00
4365;12.50;;U' F U2 R L' D2 F U' B2 D' F2 R2 F2 L2 F2 U F2 D2 B' D2;2021-02-15 16:44:43;12.50
4366;11.93;;R2 D F2 D2 F R2 F' U2 B' R2 F R2 F2 U' L B' U2 L' R' U;2021-02-15 16:45:06;11.93
4367;9.86;;F' D' L' U L' F U' L2 B R2 L2 F' U2 F2 B L2 B R';2021-02-15 16:45:35;9.86
4368;11.13;;B2 U B' L2 F2 D2 U B2 U L2 B2 U' F2 L U' B' R' B R B;2021-02-15 16:45:56;11.13
4369;11.45;;F2 B R L' F' D2 L U B2 R2 U2 D' F2 B2 L2 U2 F2 D R F';2021-02-15 16:46:19;11.45
4370;12.58;;L2 B D' F2 L2 U L2 U2 L2 F2 D' U B D R' D' F2 R' F2;2021-02-15 16:46:47;12.58
4371;13.79;;U' R D F2 U' R2 F2 L2 U2 R2 U' L' U' F U B D F2 D2;2021-02-15 16:47:11;13.79
4372;13.04;;L2 F' B2 R2 D' R2 D2 B2 F2 R2 B2 U' F2 U F' U2 L R2 U2 B' F';2021-02-15 16:47:35;13.04
4373;13.90;;D' L2 D F B2 R' D B L2 D L2 U F2 U L2 D' R2 U R2;2021-02-15 16:47:58;13.90
4374;13.00;;L2 U2 F U2 R2 D2 B' U2 B' F2 R2 U R' D L2 F D R D2 F';2021-02-15 16:48:22;13.00
4375;11.70;;L2 D' B R U' F U' R' L' U D2 F2 D R2 B2 U L2 U' B2 L2 D';2021-02-15 16:48:49;11.70
4376;10.80;;U2 L2 F2 U' L2 R2 D' B2 U2 R2 B D' B2 R B' D U' F R2 D';2021-02-15 16:49:11;10.80
4377;DNF(12.63);;L R2 B2 U2 F' L2 F R2 U2 L2 R2 B R2 U' F2 R' U' L' D B2 L2;2021-02-15 16:49:43;12.63
4378;16.43;;R' B' U' B2 D' R2 B2 U R2 D R2 D' R2 L' B2 L' F D' L' B U2;2021-02-15 16:50:21;16.43
4379;11.01;;L U2 R2 D F2 R2 U L2 D2 F2 R2 U' L' F U2 L U B' D L D2;2021-02-15 16:51:03;11.01
4380;16.10;;F2 U2 R2 F2 D' F U' B R B2 D2 R2 L2 D R2 U' L2 F2 R2 U2 B2;2021-02-15 16:51:30;16.10
4381;16.61;;R D2 F' U2 B R2 F' D2 L2 B R2 B' L' D' L U' F2 U' B2 U';2021-02-15 16:52:20;16.61
4382;13.96;;D F2 D R2 D' F2 U F2 D2 L2 F2 U F D2 R' U L D2 R2 F R';2021-02-15 16:52:46;13.96
4383;13.64;;B D2 B2 D2 B2 L' F2 R2 D2 F2 R' U2 B2 F' D R' U L D' U2 L;2021-02-15 16:53:16;13.64
4384;12.83;;F2 R' U2 B2 U2 F2 R2 F D2 F2 R2 U2 F R' F U2 R U L2 B2 D2;2021-02-15 16:53:43;12.83
4385;12.99;;D F2 L2 B U2 B D2 F R2 F' R2 L D U R' F2 D2 B2 F;2021-02-15 16:54:08;12.99
4386;12.06;;D F' L2 U2 F2 U2 B' D2 L2 F R2 D2 F L' U L' R' F L2 D L2;2021-02-15 16:54:33;12.06
4387;12.32;;U2 R U2 R2 U2 B L2 B R2 B' U2 F' L2 B D' F' L' B2 U' F2 R';2021-02-15 16:55:02;12.32
4388;10.61;;B2 F2 L2 D B2 D' L2 R2 F2 B' R' F' L2 R F L B2;2021-02-15 16:55:23;10.61
4389;16.83;;D' B2 D' U' R2 F2 R2 D' L2 B2 U' F R B' R2 F2 U' R' D2 F;2021-02-15 16:55:57;16.83
4390;19.88;;L F' D2 L U2 R' U R F L2 U B2 D' B2 U L2 D F2 U;2021-02-15 16:56:27;19.88
4391;17.11;;U2 B R2 L2 U' D L U F L2 U F2 L2 D' F2 U2 R2 F2 D;2021-02-15 16:57:01;17.11
4392;15.30;;U2 D R B L' D L' D' L' F' B' U2 D2 L2 B' D2 B2 L2;2021-02-15 16:57:38;15.30
4393;12.75;;L B' L F2 U2 L R2 U2 L2 R' D2 B2 R F2 D R2 B2 R U' L2 F';2021-02-15 16:58:04;12.75
4394;11.40;;R2 D2 U2 R D2 L D2 B2 L' D2 B' L2 U R B D L2 R U';2021-02-15 16:58:26;11.40
4395;13.25;;B L2 B2 R2 B2 U' R2 B2 D' F2 R2 U R' U' F' L2 U2 L U2 B2;2021-02-15 16:58:51;13.25
4396;13.87;;U R D L F2 D F L D2 F2 U2 R2 F2 B2 R U2 R B U';2021-02-15 16:59:13;13.87
4397;13.11;;R F L' R2 D R2 F2 U' L2 D2 R2 F2 D' F2 L R F' R F2 R2 U;2021-02-15 16:59:37;13.11
4398;13.97;;L2 F2 D2 L F2 R U2 L' R2 F2 U2 R2 F' L D B' U2 F2 R U' B';2021-02-15 17:00:03;13.97
4399;18.91;;R B L2 F R2 F2 D2 B U2 F U2 L2 F' L B' D F U2 L D U';2021-02-15 17:00:29;18.91
4400;12.64;;B2 L2 U2 B2 F' D2 F L2 B' L2 R B U B D2 F2 L' U B';2021-02-15 17:01:02;12.64
4401;10.44;;D' L2 U2 F' R2 B' U2 B' D2 F' U2 L' B2 R F' R F2 D2 U;2021-02-15 17:01:24;10.44
4402;13.16;;D F2 D F2 U2 F2 U B2 R2 F2 R B R F D R' D2 B2 L R2;2021-02-15 17:02:05;13.16
4403;14.66;;B U' R2 U2 F2 U2 B2 L2 D2 R2 U2 L F U2 B U2 L F L2;2021-02-15 17:02:30;14.66
4404;14.24;;R B2 L' U2 L2 F2 D2 L' F2 D2 R' F2 U' B D B2 R' F D L2 B2;2021-02-15 17:03:03;14.24
4405;10.13;;L' B2 L2 D' L2 U' L2 B2 F2 D' B2 U B D2 R' F' L' D L F2 R';2021-02-15 17:03:45;10.13
4406;13.49;;U B2 D2 R' F2 L2 B2 F2 L' U2 R B2 L U' B F2 U L B D;2021-02-15 20:09:39;13.49
4407;14.43;;F2 U2 B2 L2 F2 R B2 F2 R U2 L U2 B L' F' D' B' L2 F2 D B';2021-02-15 20:10:20;14.43
4408;13.71;;R2 B2 L2 B U2 B R2 U2 B' F2 L2 U' B L F2 L2 B' L' D' U';2021-02-15 20:10:54;13.71
4409;16.29;;L2 F2 R B2 F2 L F2 R2 D2 B U' F L B L2 R U B';2021-02-15 20:11:23;16.29
4410;11.43;;U' R F' D' L B D' F' U2 R' B2 R' B2 R2 F2 U2 L U2 R2 B2 D';2021-02-15 20:12:07;11.43
4411;10.25;;U' D L2 F' U2 D2 R' U' F B2 L2 B2 U L2 D' R2 L2 U' L2;2021-02-15 20:12:43;10.25
4412;14.28;;F' U B2 U2 F2 U' R2 D' B2 F2 U B F U L R B' R F';2021-02-15 20:13:13;14.28
4413;11.30;;U R B' U2 R2 F2 U2 B' L2 U2 R2 D2 R2 U B' U' L' U2 B F;2021-02-15 20:13:57;11.30
4414;12.63;;F' R' L2 D2 L2 B2 D' U2 F2 D2 B' L B2 U B' D2 R' B;2021-02-15 20:14:22;12.63
4415;15.36;;D2 B2 L2 U2 L' D2 F2 L' U2 R2 F2 R B L2 R' D' L2 F' U2 R' B';2021-02-15 20:14:46;15.36
4416;13.47;;U B2 U2 B2 L B2 R' F2 L U2 R2 D2 F U' L' D L2 D' B' L R;2021-02-15 20:15:23;13.47
4417;14.25;;B2 U2 R U2 R U2 R' D2 L B2 F D2 R U' L U B2 L2 U2;2021-02-15 20:15:52;14.25
4418;12.68;;U2 B2 R2 D2 L2 U2 B2 F L2 B2 R2 U' L2 R' B L F L' U' B2;2021-02-15 20:16:19;12.68
4419;14.10;;D' U2 B2 L D2 B2 U2 B2 R D2 L B2 R2 F D B2 D F2 U F';2021-02-15 20:17:07;14.10
4420;14.87;;D2 B2 F U2 F' D2 R2 D2 B2 U2 B' L2 R' D L2 B' U F' L F R';2021-02-15 20:17:35;14.87
4421;10.86;;L B2 L2 D R2 D2 U R2 B2 R2 F2 U' B' R2 F R D' U2 R F;2021-02-15 20:18:04;10.86
4422;16.45;;B2 L F2 U2 R2 D' R2 F L U2 R2 F2 R2 U L2 B2 U L2 D' F2 B2;2021-02-15 20:18:55;16.45
4423;13.80;;U2 D' R L2 B R F2 R' B2 L2 D' L2 U D L2 F2 R2 L2 D R2;2021-02-15 20:19:26;13.80
4424;13.18;;F2 U L2 B2 U2 L2 D B2 F2 R2 U2 B D R' F' L' R2 U2 B2 D U2;2021-02-15 20:19:54;13.18
4425;14.22;;D B2 R F L U' R2 F' R B2 U2 R D2 R F2 B2 D2 R U2 D L2;2021-02-15 20:20:24;14.22
4426;14.53;;R2 D' B' U R' U L F' B' U R2 D F2 L2 D L2 U R2 U2 B2;2021-02-15 20:20:56;14.53
4427;15.14;;U' R' F2 L U2 R2 F2 L' B2 D2 B2 D2 R' U B' L R U2 L2 B D';2021-02-15 20:22:11;15.14
4428;12.23;;U2 F' D2 B L2 D2 B L2 F D2 F R2 U L D R2 D2 F2 D2 B' L2;2021-02-15 20:22:53;12.23
4429;12.21;;U2 B D' F' U' F2 R2 B R D2 R U2 L U2 R2 D2 L' D2 L U2 D;2021-02-15 20:23:19;12.21
